,location,bedrooms,bathrooms,price,Bed/Bath
2429,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
2431,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
2432,"Kilimani, Nairobi",3,3,75000,1.0
2434,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
2435,"Westlands, Nairobi",2,2,100000,1.0
2436,"Jabavu court, Kilimani, Nairobi",3,3,80000,1.0
2437,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
2438,"Kileleshwa, Nairobi",3,4,70000,0.75
2439,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
2440,"Kileleshwa, Nairobi",1,1,110000,1.0
2441,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
2442,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
2444,"Muthaiga, Nairobi",4,5,300000,0.8
2445,"Nyali, Mombasa",1,1,5000,1.0
2446,"Westlands, Nairobi",4,2,165000,2.0
2447,"Westlands, Nairobi",2,2,100000,1.0
2448,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
2449,"Shanzu, Mombasa",1,1,55000,1.0
2450,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
2452,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
2453,"Kilimani, Nairobi",3,3,75000,1.0
2455,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
2456,"Westlands, Nairobi",2,2,100000,1.0
2457,"Jabavu court, Kilimani, Nairobi",3,3,80000,1.0
2458,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
2459,"Kileleshwa, Nairobi",3,4,70000,0.75
2460,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
2461,"Kileleshwa, Nairobi",1,1,110000,1.0
2462,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
2463,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
2465,"Muthaiga, Nairobi",4,5,300000,0.8
2466,"Nyali, Mombasa",1,1,5000,1.0
2467,"Westlands, Nairobi",4,2,165000,2.0
2468,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
2469,"Shanzu, Mombasa",1,1,55000,1.0
2470,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
2471,"Shanzu, Mombasa",1,1,55000,1.0
2473,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
2474,"Kilimani, Nairobi",3,3,75000,1.0
2476,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
2477,"Westlands, Nairobi",2,2,100000,1.0
2478,"Jabavu court, Kilimani, Nairobi",3,3,80000,1.0
2480,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
2481,"Kileleshwa, Nairobi",3,4,70000,0.75
2482,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
2483,"Kileleshwa, Nairobi",1,1,110000,1.0
2484,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
2485,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
2487,"Muthaiga, Nairobi",4,5,300000,0.8
2488,"Nyali, Mombasa",1,1,5000,1.0
2489,"Westlands, Nairobi",4,2,165000,2.0
2490,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
2491,"Shanzu, Mombasa",1,1,55000,1.0
2492,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
2494,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
2495,"Kilimani, Nairobi",3,3,75000,1.0
2497,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
2498,"Westlands, Nairobi",2,2,100000,1.0
2499,"Jabavu court, Kilimani, Nairobi",3,3,80000,1.0
2500,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
2501,"Kileleshwa, Nairobi",3,4,70000,0.75
2502,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
2503,"Kileleshwa, Nairobi",1,1,110000,1.0
2504,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
2505,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
2507,"Muthaiga, Nairobi",4,5,300000,0.8
2508,"Nyali, Mombasa",1,1,5000,1.0
2509,"Westlands, Nairobi",4,2,165000,2.0
2510,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
2511,"Shanzu, Mombasa",1,1,55000,1.0
2512,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
2514,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
2515,"Kilimani, Nairobi",3,3,75000,1.0
2517,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
2518,"Muthaiga, Nairobi",4,5,300000,0.8
2519,"Westlands, Nairobi",2,2,100000,1.0
