,location,bedrooms,bathrooms,price,Bed/Bath
993,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
995,"Muthaiga, Nairobi",4,5,300000,0.8
996,"Nyali, Mombasa",1,1,5000,1.0
997,"Westlands, Nairobi",4,2,165000,2.0
998,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
999,"Shanzu, Mombasa",1,1,55000,1.0
1000,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1001,"Kilimani, Nairobi",3,3,75000,1.0
1003,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
1004,"Kilimani, Nairobi",3,3,75000,1.0
1006,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1007,"Westlands, Nairobi",2,2,100000,1.0
1008,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1009,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1010,"Kileleshwa, Nairobi",3,4,70000,0.75
1011,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
1012,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1013,"Kileleshwa, Nairobi",1,1,110000,1.0
1014,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1015,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1017,"Muthaiga, Nairobi",4,5,300000,0.8
1018,"Nyali, Mombasa",1,1,5000,1.0
1019,"Westlands, Nairobi",4,2,165000,2.0
1020,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
1021,"Shanzu, Mombasa",1,1,55000,1.0
1022,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1024,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
1025,"Kilimani, Nairobi",3,3,75000,1.0
1027,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1028,"Westlands, Nairobi",2,2,100000,1.0
1029,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1030,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1031,"Kileleshwa, Nairobi",3,4,70000,0.75
1033,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
1034,"Kileleshwa, Nairobi",1,1,110000,1.0
1035,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1036,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1038,"Muthaiga, Nairobi",4,5,300000,0.8
1039,"Nyali, Mombasa",1,1,5000,1.0
1040,"Westlands, Nairobi",4,2,165000,2.0
1041,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
1042,"Shanzu, Mombasa",1,1,55000,1.0
1043,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1045,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
1046,"Kilimani, Nairobi",3,3,75000,1.0
1048,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1049,"Westlands, Nairobi",2,2,100000,1.0
1050,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1051,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1052,"Kileleshwa, Nairobi",3,4,70000,0.75
1053,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
1054,"Kileleshwa, Nairobi",1,1,110000,1.0
1055,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1056,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1058,"Muthaiga, Nairobi",4,5,300000,0.8
1059,"Nyali, Mombasa",1,1,5000,1.0
1060,"Westlands, Nairobi",4,2,165000,2.0
1061,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
1062,"Shanzu, Mombasa",1,1,55000,1.0
1063,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1064,"Westlands, Nairobi",2,2,100000,1.0
1066,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
1067,"Kilimani, Nairobi",3,3,75000,1.0
1069,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1070,"Westlands, Nairobi",2,2,100000,1.0
1071,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1072,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1073,"Kileleshwa, Nairobi",3,4,70000,0.75
1074,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
1075,"Kileleshwa, Nairobi",1,1,110000,1.0
1076,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1077,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1079,"Muthaiga, Nairobi",4,5,300000,0.8
1080,"Nyali, Mombasa",1,1,5000,1.0
1081,"Westlands, Nairobi",4,2,165000,2.0
1082,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
1083,"Shanzu, Mombasa",1,1,55000,1.0
1084,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1086,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
1087,"Kileleshwa, Nairobi",1,1,110000,1.0
1088,"Kilimani, Nairobi",3,3,75000,1.0
1090,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1091,"Westlands, Nairobi",2,2,100000,1.0
1092,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1093,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1094,"Kileleshwa, Nairobi",3,4,70000,0.75
1095,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
1096,"Kileleshwa, Nairobi",1,1,110000,1.0
1097,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1098,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1099,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1101,"Muthaiga, Nairobi",4,5,300000,0.8
1102,"Nyali, Mombasa",1,1,5000,1.0
1103,"Westlands, Nairobi",4,2,165000,2.0
1104,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
1105,"Shanzu, Mombasa",1,1,55000,1.0
1106,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1108,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
1109,"Kilimani, Nairobi",3,3,75000,1.0
1111,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1112,"Westlands, Nairobi",2,2,100000,1.0
1113,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1114,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1115,"Kileleshwa, Nairobi",3,4,70000,0.75
1116,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
1117,"Kileleshwa, Nairobi",1,1,110000,1.0
1118,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1119,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1121,"Muthaiga, Nairobi",4,5,300000,0.8
1122,"Nyali, Mombasa",1,1,5000,1.0
1123,"Westlands, Nairobi",4,2,165000,2.0
1124,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
1125,"Shanzu, Mombasa",1,1,55000,1.0
1126,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1128,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1129,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
1130,"Kilimani, Nairobi",3,3,75000,1.0
1132,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1133,"Westlands, Nairobi",2,2,100000,1.0
1134,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1135,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1136,"Kileleshwa, Nairobi",3,4,70000,0.75
1137,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
1138,"Kilimani, Nairobi",3,3,75000,1.0
1139,"Kileleshwa, Nairobi",1,1,110000,1.0
1140,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1141,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1143,"Muthaiga, Nairobi",4,5,300000,0.8
1144,"Nyali, Mombasa",1,1,5000,1.0
1145,"Westlands, Nairobi",4,2,165000,2.0
1146,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
1147,"Shanzu, Mombasa",1,1,55000,1.0
1148,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1150,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
1151,"Kilimani, Nairobi",3,3,75000,1.0
1153,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1154,"Westlands, Nairobi",2,2,100000,1.0
1155,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1156,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1157,"Kileleshwa, Nairobi",3,4,70000,0.75
1158,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
1159,"Kileleshwa, Nairobi",1,1,110000,1.0
1160,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1161,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1163,"Muthaiga, Nairobi",4,5,300000,0.8
1164,"Nyali, Mombasa",1,1,5000,1.0
1165,"Westlands, Nairobi",4,2,165000,2.0
1166,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
1167,"Shanzu, Mombasa",1,1,55000,1.0
1168,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1169,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1171,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
1172,"Kilimani, Nairobi",3,3,75000,1.0
1174,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1175,"Westlands, Nairobi",2,2,100000,1.0
1176,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1178,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1179,"Kileleshwa, Nairobi",3,4,70000,0.75
1180,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
1181,"Kileleshwa, Nairobi",1,1,110000,1.0
1182,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1183,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1185,"Muthaiga, Nairobi",4,5,300000,0.8
1186,"Nyali, Mombasa",1,1,5000,1.0
1187,"Westlands, Nairobi",4,2,165000,2.0
1188,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
1189,"Shanzu, Mombasa",1,1,55000,1.0
1190,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1192,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
1193,"Kilimani, Nairobi",3,3,75000,1.0
1195,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1196,"Westlands, Nairobi",2,2,100000,1.0
1197,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1198,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1199,"Kileleshwa, Nairobi",3,4,70000,0.75
1200,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
1201,"Kileleshwa, Nairobi",1,1,110000,1.0
1202,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1203,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1205,"Muthaiga, Nairobi",4,5,300000,0.8
1206,"Nyali, Mombasa",1,1,5000,1.0
1207,"Westlands, Nairobi",4,2,165000,2.0
1208,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
1209,"Shanzu, Mombasa",1,1,55000,1.0
1210,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1212,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1213,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
1214,"Kilimani, Nairobi",3,3,75000,1.0
1216,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1217,"Westlands, Nairobi",2,2,100000,1.0
1218,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1219,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1220,"Kileleshwa, Nairobi",3,4,70000,0.75
1221,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
1222,"Kileleshwa, Nairobi",1,1,110000,1.0
1223,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1224,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1226,"Muthaiga, Nairobi",4,5,300000,0.8
1227,"Nyali, Mombasa",1,1,5000,1.0
1228,"Westlands, Nairobi",4,2,165000,2.0
1229,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
1230,"Shanzu, Mombasa",1,1,55000,1.0
1231,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1233,"Westlands, Nairobi",4,2,165000,2.0
1234,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
1235,"Kilimani, Nairobi",3,3,75000,1.0
1237,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1238,"Westlands, Nairobi",2,2,100000,1.0
1239,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1240,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1241,"Kileleshwa, Nairobi",3,4,70000,0.75
1242,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
1243,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
1244,"Kileleshwa, Nairobi",1,1,110000,1.0
1245,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1246,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1248,"Muthaiga, Nairobi",4,5,300000,0.8
1249,"Nyali, Mombasa",1,1,5000,1.0
1250,"Westlands, Nairobi",4,2,165000,2.0
1251,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
1252,"Shanzu, Mombasa",1,1,55000,1.0
1253,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1255,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
1256,"Kilimani, Nairobi",3,3,75000,1.0
1258,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1259,"Westlands, Nairobi",2,2,100000,1.0
1260,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1261,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1262,"Kileleshwa, Nairobi",3,4,70000,0.75
1263,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
1264,"Kileleshwa, Nairobi",1,1,110000,1.0
1265,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1266,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1268,"Kileleshwa, Nairobi",1,1,110000,1.0
1269,"Muthaiga, Nairobi",4,5,300000,0.8
1270,"Nyali, Mombasa",1,1,5000,1.0
1271,"Westlands, Nairobi",4,2,165000,2.0
1272,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
1273,"Shanzu, Mombasa",1,1,55000,1.0
1274,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1276,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
1277,"Kilimani, Nairobi",3,3,75000,1.0
1279,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1280,"Westlands, Nairobi",2,2,100000,1.0
1281,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1282,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1283,"Kileleshwa, Nairobi",3,4,70000,0.75
1284,"Kileleshwa, Nairobi",3,4,70000,0.75
1285,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
1286,"Kileleshwa, Nairobi",1,1,110000,1.0
1287,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1288,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1290,"Muthaiga, Nairobi",4,5,300000,0.8
1291,"Nyali, Mombasa",1,1,5000,1.0
1292,"Westlands, Nairobi",4,2,165000,2.0
1293,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
1294,"Shanzu, Mombasa",1,1,55000,1.0
1295,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1297,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
1298,"Kilimani, Nairobi",3,3,75000,1.0
1300,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1301,"Westlands, Nairobi",2,2,100000,1.0
1302,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1303,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1304,"Kileleshwa, Nairobi",3,4,70000,0.75
1305,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
1306,"Kileleshwa, Nairobi",1,1,110000,1.0
1307,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1308,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1309,"Kileleshwa, Nairobi",1,1,110000,1.0
1311,"Muthaiga, Nairobi",4,5,300000,0.8
1312,"Nyali, Mombasa",1,1,5000,1.0
1313,"Westlands, Nairobi",4,2,165000,2.0
1314,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
1315,"Shanzu, Mombasa",1,1,55000,1.0
1316,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1318,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
1319,"Kilimani, Nairobi",3,3,75000,1.0
1321,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1322,"Westlands, Nairobi",2,2,100000,1.0
1323,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1324,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1325,"Kileleshwa, Nairobi",3,4,70000,0.75
1326,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
1327,"Kileleshwa, Nairobi",1,1,110000,1.0
1328,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1329,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1331,"Muthaiga, Nairobi",4,5,300000,0.8
1332,"Nyali, Mombasa",1,1,5000,1.0
1333,"Westlands, Nairobi",4,2,165000,2.0
1334,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
1335,"Shanzu, Mombasa",1,1,55000,1.0
1336,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1338,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
1339,"Kilimani, Nairobi",3,3,75000,1.0
1340,"Kilimani, Nairobi",3,3,75000,1.0
1342,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1343,"Westlands, Nairobi",2,2,100000,1.0
1344,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1345,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1346,"Kileleshwa, Nairobi",3,4,70000,0.75
1347,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
1348,"Kileleshwa, Nairobi",1,1,110000,1.0
1349,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1350,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1353,"Muthaiga, Nairobi",4,5,300000,0.8
1354,"Nyali, Mombasa",1,1,5000,1.0
1355,"Westlands, Nairobi",4,2,165000,2.0
1356,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
1357,"Shanzu, Mombasa",1,1,55000,1.0
1358,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1360,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
1361,"Kilimani, Nairobi",3,3,75000,1.0
1363,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1364,"Westlands, Nairobi",2,2,100000,1.0
1365,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1366,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1367,"Kileleshwa, Nairobi",3,4,70000,0.75
1368,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
1369,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1370,"Kileleshwa, Nairobi",1,1,110000,1.0
1371,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1372,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1374,"Muthaiga, Nairobi",4,5,300000,0.8
1375,"Nyali, Mombasa",1,1,5000,1.0
1376,"Westlands, Nairobi",4,2,165000,2.0
1377,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
1378,"Shanzu, Mombasa",1,1,55000,1.0
1379,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1381,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
1382,"Kilimani, Nairobi",3,3,75000,1.0
1384,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1385,"Westlands, Nairobi",2,2,100000,1.0
1386,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1387,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1388,"Kileleshwa, Nairobi",3,4,70000,0.75
1389,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
1390,"Kileleshwa, Nairobi",1,1,110000,1.0
1391,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1392,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1394,"Muthaiga, Nairobi",4,5,300000,0.8
1395,"Nyali, Mombasa",1,1,5000,1.0
1396,"Westlands, Nairobi",4,2,165000,2.0
1397,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
1398,"Shanzu, Mombasa",1,1,55000,1.0
1399,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1402,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
1403,"Kilimani, Nairobi",3,3,75000,1.0
1405,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1406,"Westlands, Nairobi",2,2,100000,1.0
1407,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1408,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1409,"Kileleshwa, Nairobi",3,4,70000,0.75
1410,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
1411,"Kileleshwa, Nairobi",1,1,110000,1.0
1412,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1413,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1415,"Muthaiga, Nairobi",4,5,300000,0.8
1416,"Nyali, Mombasa",1,1,5000,1.0
1417,"Westlands, Nairobi",4,2,165000,2.0
1418,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
1420,"Shanzu, Mombasa",1,1,55000,1.0
1421,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1423,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
1424,"Kilimani, Nairobi",3,3,75000,1.0
1426,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1427,"Westlands, Nairobi",2,2,100000,1.0
1428,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1429,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1430,"Kileleshwa, Nairobi",3,4,70000,0.75
1431,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
1432,"Kileleshwa, Nairobi",1,1,110000,1.0
1433,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1434,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1435,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1437,"Muthaiga, Nairobi",4,5,300000,0.8
1438,"Nyali, Mombasa",1,1,5000,1.0
1439,"Westlands, Nairobi",4,2,165000,2.0
1440,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
1441,"Shanzu, Mombasa",1,1,55000,1.0
1442,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1444,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
1445,"Kilimani, Nairobi",3,3,75000,1.0
1447,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1448,"Westlands, Nairobi",2,2,100000,1.0
1449,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1450,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1451,"Kileleshwa, Nairobi",3,4,70000,0.75
1452,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
1453,"Kileleshwa, Nairobi",1,1,110000,1.0
1454,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1455,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
1457,"Muthaiga, Nairobi",4,5,300000,0.8
1458,"Nyali, Mombasa",1,1,5000,1.0
1459,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
1460,"Westlands, Nairobi",4,2,165000,2.0
1461,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
1462,"Shanzu, Mombasa",1,1,55000,1.0
1463,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
1465,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
1466,"Kilimani, Nairobi",3,3,75000,1.0
1468,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
1469,"Westlands, Nairobi",2,2,100000,1.0
1470,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
1471,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
1472,"Kileleshwa, Nairobi",3,4,70000,0.75
1473,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
1475,"Kileleshwa, Nairobi",1,1,110000,1.0
1476,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
